3	0,800	150,016	4,656	0,200	3,556	25,950	0,000	0,000	1,0	0,0	0,000	1	3	8	0
3	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,3	0,0	0,000	1	16	16	-8
3	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,3	0,0	0,000	1	16	16	-8
3	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,3	0,0	0,000	1	16	16	-8
3	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,3	0,0	0,000	1	16	16	-8
2	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,3	0,0	0,000	1	16	16	-8
0	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,3	0,0	0,000	1	16	16	-8
0	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,3	0,0	0,000	1	16	16	-8
0	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,3	0,0	0,000	1	16	16	-8
0	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,3	0,0	0,000	1	16	16	-8
0	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,3	0,0	0,000	1	16	16	-8
0	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,3	0,0	0,000	1	16	16	-8
0	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,3	0,0	0,000	1	16	16	-8
0	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,3	0,0	0,000	1	16	16	-8
0	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,3	0,0	0,000	1	16	16	-8
0	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,3	0,0	0,000	1	16	16	-8
0	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,3	0,0	0,000	1	16	16	-8
0	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,3	0,0	0,000	1	16	16	-8
